user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
F_bin_4161	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	GCA_905196345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	97.63	0.845	GCA_905196345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella sp900765975	97.63	0.845	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905203555.1, s__Schaedlerella sp905203555, 95.0, 90.52, 0.644	79.42	11	N/A	Genome has more than 10.0% of markers with multiple hits
F_bin_468	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	GCF_000187265.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	97.16	0.796	GCF_000187265.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus equinus	97.16	0.796	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_011387195.1, s__Streptococcus ruminicola, 95.0, 89.9, 0.636; GCF_900101445.1, s__Streptococcus equinus_B, 95.0, 88.36, 0.59; GCF_900475675.1, s__Streptococcus lutetiensis, 95.0, 87.97, 0.529; GCF_016461705.1, s__Streptococcus vicugnae, 95.0, 87.76, 0.54; GCF_000154985.1, s__Streptococcus infantarius, 95.0, 87.72, 0.521; GCF_900104225.1, s__Streptococcus equinus_D, 95.0, 87.36, 0.529; GCF_004843545.1, s__Streptococcus pasteurianus, 95.21, 84.66, 0.26; GCF_934196125.1, s__Streptococcus sp934196125, 95.0, 84.62, 0.229; GCA_000283635.1, s__Streptococcus macedonicus, 95.18, 84.57, 0.247; GCF_002000985.1, s__Streptococcus gallolyticus, 96.3, 84.55, 0.297; GCF_003337175.1, s__Streptococcus gallolyticus_B, 95.0, 83.35, 0.241	62.68	11	N/A	N/A
F_bin_53850	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	GCF_900087055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	97.55	0.907	GCF_900087055.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__Plesiomonas shigelloides	97.55	0.907	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Plesiomonas;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.56	11	N/A	N/A
F_bin_55	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D lari	GCF_013372185.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D lari	98.51	0.925	GCF_013372185.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__Campylobacter_D lari	98.51	0.925	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025772985.1, s__Campylobacter_D sp025772985, 95.0, 93.95, 0.844; GCF_008245025.1, s__Campylobacter_D concheus, 95.0, 93.88, 0.849; GCF_001017575.1, s__Campylobacter_D lari_C, 95.0, 93.06, 0.835; GCF_900638335.1, s__Campylobacter_D lari_E, 95.0, 92.22, 0.827; GCA_002179635.1, s__Campylobacter_D jejuni_C, 95.0, 92.11, 0.826; GCF_004357905.1, s__Campylobacter_D lari_D, 95.0, 91.84, 0.829; GCF_013201605.1, s__Campylobacter_D ornithocola, 95.0, 90.47, 0.81; GCF_000816305.1, s__Campylobacter_D subantarcticus, 95.0, 90.27, 0.8; GCF_013372105.1, s__Campylobacter_D armoricus, 95.0, 88.82, 0.753; GCF_000816245.1, s__Campylobacter_D sp000816245, 95.0, 88.67, 0.727; GCF_014931215.1, s__Campylobacter_D sp003627915, 95.0, 87.99, 0.761; GCF_000816785.1, s__Campylobacter_D peloridis, 95.0, 87.73, 0.693; GCF_008245045.1, s__Campylobacter_D volucris, 95.0, 85.78, 0.61; GCF_008011665.1, s__Campylobacter_D volucris_A, 95.0, 84.81, 0.527; GCF_020024835.1, s__Campylobacter_D sp020024835, 95.0, 82.89, 0.371; GCF_000816185.1, s__Campylobacter_D insulaenigrae, 95.0, 82.66, 0.427	91.82	11	N/A	N/A
F_bin_6904	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp003458885	GCA_018228665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp003458885	97.92	0.867	GCA_018228665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__UBA9414 sp003458885	97.92	0.867	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9414;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018365895.1, s__UBA9414 sp018365895, 95.0, 94.69, 0.725	79.58	11	N/A	N/A
F_bin_7203	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__	N/A	N/A	N/A	N/A	N/A	GCA_938036545.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__UMGS1370 sp938036545	94.38	0.83	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UMGS1370;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_900551135.1, s__UMGS1370 sp900551135, 95.0, 89.57, 0.629; GCA_905215625.1, s__UMGS1370 sp905215625, 95.0, 83.34, 0.245; GCA_900542035.1, s__UMGS1370 sp900542035, 95.0, 82.37, 0.235	89.37	11	0.99364	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
F_bin_84615	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp012843675	GCF_012843675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp012843675	97.82	0.77	GCF_012843675.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp012843675	97.82	0.77	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945870585.1, s__Limosilactobacillus sp945870585, 95.0, 94.51, 0.754; GCF_001436025.1, s__Limosilactobacillus mucosae, 95.0, 90.08, 0.618	51.26	11	N/A	Genome has more than 13.3% of markers with multiple hits
F_bin_8527	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CALUXS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Acholeplasmatales;f__Anaeroplasmataceae;g__CALUXS01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.24	11	0.86493	N/A
F_bin_8868	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	GCF_001435955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	97.86	0.879	GCF_001435955.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	97.86	0.879	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945923665.1, s__Ligilactobacillus sp945923665, 95.0, 98.27, 0.442	87.11	11	N/A	N/A
K_bin_25	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Mycoplasmoides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Mycoplasmatales;f__Mycoplasmoidaceae;g__Mycoplasmoides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	78.83	4	0.87607	N/A
M_bin_24763	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.37	0.819	GCF_021531475.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900554885	97.37	0.819	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_029258315.1, s__Fusobacterium_B sp029258315, 95.0, 86.04, 0.306; GCF_000622245.1, s__Fusobacterium_B perfoetens, 95.0, 84.51, 0.216; GCF_012843705.1, s__Fusobacterium_B sp012843705, 95.0, 84.39, 0.222	85.82	11	N/A	N/A
M_bin_25473	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	GCF_905200055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	98.44	0.847	GCF_905200055.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A sp900555845	98.44	0.847	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_021531615.1, s__Fusobacterium_A varium_C, 95.0, 95.01, 0.767; GCF_900543175.1, s__Fusobacterium_A sp900543175, 95.69, 94.38, 0.73; GCA_030527385.1, s__Fusobacterium_A sp030527385, 95.0, 88.21, 0.474	80.22	11	N/A	N/A
M_bin_28975	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	N/A	N/A	N/A	N/A	N/A	GCF_944390845.1	95.0	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__Brachyspira sp944390845	92.38	0.73	d__Bacteria;p__Spirochaetota;c__Brachyspirae;o__Brachyspirales;f__Brachyspiraceae;g__Brachyspira;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_949287565.1, s__Brachyspira sp949287565, 95.0, 87.06, 0.321; GCF_000223215.1, s__Brachyspira intermedia, 95.0, 86.13, 0.366; GCF_944393015.1, s__Brachyspira sp944393015, 95.0, 86.07, 0.342; GCF_001049755.1, s__Brachyspira suanatina, 95.0, 85.83, 0.358; GCF_001676785.2, s__Brachyspira hyodysenteriae, 95.0, 85.35, 0.357; GCA_949300355.1, s__Brachyspira sp949300355, 95.0, 85.35, 0.317; GCA_944392715.1, s__Brachyspira sp944392715, 95.0, 84.06, 0.296; GCF_000518245.1, s__Brachyspira alvinipulli, 95.0, 84.06, 0.277; GCF_000384655.1, s__Brachyspira innocens, 95.0, 83.97, 0.313; GCF_949287625.1, s__Brachyspira sp949287625, 95.0, 83.88, 0.288; GCF_000092845.1, s__Brachyspira murdochii, 95.0, 83.78, 0.307; GCF_002379365.1, s__Brachyspira sp002379365, 95.0, 83.55, 0.287; GCF_002214805.1, s__Brachyspira hampsonii, 95.0, 83.49, 0.283; GCF_944390595.1, s__Brachyspira sp944390595, 95.0, 83.37, 0.24; GCF_001746205.1, s__Brachyspira hampsonii_B, 95.0, 83.23, 0.28; GCF_000316195.1, s__Brachyspira hampsonii_C, 95.0, 82.8, 0.27; GCF_029258575.1, s__Brachyspira sp029258575, 95.0, 82.67, 0.287; GCF_944388875.1, s__Brachyspira sp944388875, 95.0, 82.17, 0.211; GCF_910578695.1, s__Brachyspira sp910578695, 95.0, 81.74, 0.229	90.03	11	0.99378	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
M_bin_34858	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.2	11	0.97596	N/A
M_bin_35289	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	GCF_008693005.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	96.02	0.865	GCF_008693005.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B canis	96.02	0.865	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_017502485.1, s__Helicobacter_B sp017502485, 95.0, 90.0, 0.743; GCF_900451095.1, s__Helicobacter_B canis_B, 95.0, 87.33, 0.527; GCF_937906905.1, s__Helicobacter_B sp937906905, 95.0, 83.27, 0.184	89.85	11	N/A	N/A
M_bin_38915	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	GCF_002154895.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus petauri	97.06	0.843	GCF_029024465.1	95.0	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus garvieae	93.95	0.758	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__	taxonomic classification defined by topology and ANI	N/A	GCF_018403745.1, s__Lactococcus formosensis, 95.0, 92.72, 0.761; GCF_934191625.1, s__Lactococcus sp934191625, 95.0, 90.6, 0.715; GCF_943192955.1, s__Lactococcus muris, 95.0, 84.02, 0.272; GCF_943193185.1, s__Lactococcus ileimucosae, 95.0, 83.91, 0.271; GCF_016027715.1, s__Lactococcus garvieae_A, 95.0, 83.35, 0.32	92.14	11	N/A	N/A
M_bin_52274	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005	GCF_900766005.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005	98.77	0.784	GCF_900766005.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp900766005	98.77	0.784	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.69	11	N/A	N/A
M_bin_57002	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	96.25	0.666	GCA_900541465.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__Fusobacterium_B sp900541465	96.25	0.666	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019416805.1, s__Fusobacterium_B sp019416805, 95.0, 95.32, 0.729; GCF_021531595.1, s__Fusobacterium_B sp900554355, 95.0, 89.4, 0.383; GCA_900542625.1, s__Fusobacterium_B sp900542625, 95.0, 88.08, 0.208; GCA_019416865.1, s__Fusobacterium_B sp019416865, 95.0, 87.9, 0.2; GCA_020024855.1, s__Fusobacterium_B sp020024855, 95.0, 87.77, 0.205; GCA_900545035.1, s__Fusobacterium_B sp900545035, 95.0, 87.14, 0.151	64.99	11	N/A	Genome has more than 13.3% of markers with multiple hits
M_bin_57342	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini	GCF_001999985.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini	97.44	0.867	GCF_001999985.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__Helicobacter_A rappini	97.44	0.867	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000686565.1, s__Helicobacter_A bilis, 96.02, 95.85, 0.745; GCF_900198365.1, s__Helicobacter_A bilis_B, 95.84, 95.84, 0.871; GCF_000765905.2, s__Helicobacter_A trogontum, 95.0, 81.12, 0.177	90.21	11	N/A	N/A
M_bin_58421	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	GCA_937890825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	98.89	0.707	GCA_937890825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp937890825	98.89	0.707	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.15	11	N/A	N/A
M_bin_60518	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.28	0.756	GCF_000765825.2	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C magdeburgensis	96.28	0.756	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000155475.1, s__Helicobacter_C cinaedi, 95.0, 94.63, 0.769; GCF_003670275.1, s__Helicobacter_C labetoulli, 95.0, 89.92, 0.593	77.04	11	N/A	N/A
M_bin_9657	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.05	11	0.98079	N/A
