ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	MLST_type	SRA_BioSample	Submitter Id	altitude	assembly	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	biotic_relationship	broker name	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	env_package	environmental-sample	environmental_sample	estimated_size	extrachrom_elements	finishing strategy (depth of coverage)	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_age	host_body_habitat	host_body_product	host_description	host_diet	host_disease	host_disease_outcome	host_disease_stage	host_genotype	host_health_state	host_phenotype	host_sex	host_subject_id	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolate host	isolation_source_y	lab_host	label	lat_lon	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	misc_param: HMP body site	misc_param: HMP supersite	note	nucleic acid extraction	num_replicons	passage_history	pathotype	project_name	project_type	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_mat_process	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	sop	source_SRA	source_SRA_ bioproject	source_material_id	specimen_voucher	strain	subgroup	subtype	taxonomic classification	taxonomic identity marker	temp	value
GCA_947648375.1	GB_GCA_947648375.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	1.16	2718302	37.71115203535148	25308	161	SAMEA112246948	mouse gut metagenome	none	f	t	f	GCA_947648375.1	SAMEA112246948			ERC000047	2022-12-15	2022-12-15	SAMEA112246948	EMG	EMG	2022-12-15T16:21:28Z	2022-12-15T16:21:28Z	public			SRR15510239_bin.18_metawrap_v1.3_MAG			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes v3.15.3			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3			EMG broker account, EMBL-EBI		2020-05-21		99.03	CheckM		0.69					mouse digestive system		feces										China	23.6	113.15																			metagenome-assembled genome				mouse gut metagenome				digestive tube							mouse gut metagenome								Intestinal Virome Diversity Correlates with Intestinal Microbiome Diversity in Ob/Ob and Apoe-/- Mice								SAMN20821324	SRR15510239_bin.18_metawrap_v1.3_MAG				Illumina NovaSeq 6000											The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	multi-marker approach		
GCA_948733425.1	GB_GCA_948733425.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	94.2	1.58	2670448	37.44709793305538	8798	438	SAMEA112377221	Faeces	none	f	t	f	GCA_948733425.1	SAMEA112377221			ERC000047	2023-02-03	2023-02-03	SAMEA112377221	UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:37:52Z	2023-02-03T00:37:52Z	public			MGBC103266			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)					not provided		94.76	CheckM		1.22					mouse gut		Faeces										China	30.47399	114.34837																			metagenome-assembled genome				feces				mouse-associated habitat							mouse gut metagenome								Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue								ERR3199524	MGBC103266		Enterococcus faecalis		Illumina												multi-marker approach		
GCA_948864435.1	GB_GCA_948864435.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	96.39	2.36	2764803	37.53016858062938	7006	674	SAMEA112374623	Faeces	none	f	t	f	GCA_948864435.1	SAMEA112374623			ERC000047	2023-02-03	2023-02-03	SAMEA112374623	UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:15Z	2023-02-03T00:36:15Z	public			MGBC100635			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)					not provided		96.15	CheckM		0.00					mouse gut		Faeces										Denmark	55.676097	12.568337																			metagenome-assembled genome				feces				mouse-associated habitat							mouse gut metagenome								Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue								ERR982801	MGBC100635		Enterococcus faecalis		Illumina												multi-marker approach		
GCA_948875605.1	GB_GCA_948875605.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.17	2769405	37.504608889875975	267957	20	SAMEA112391664	Faeces	none	f	t	f	GCA_948875605.1	SAMEA112391664			ERC000047	2023-02-03	2023-02-03	SAMEA112391664	UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:39:47Z	2023-02-03T00:39:47Z	public			MGBC118108			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)					not provided		99.63	CheckM		0.07					mouse gut		Faeces										USA	39.67762	-104.96487																			metagenome-assembled genome				feces				mouse-associated habitat							mouse gut metagenome								Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue								ERR2136566	MGBC118108		Enterococcus faecalis		Illumina												multi-marker approach		
GCA_948947795.1	GB_GCA_948947795.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.25	3190283	37.03003599654237	146880	54	SAMEA112381748	Faeces	none	f	t	f	GCA_948947795.1	SAMEA112381748			ERC000047	2023-02-03	2023-02-03	SAMEA112381748	UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:37:05Z	2023-02-03T00:37:05Z	public			MGBC107906			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)					not provided		99.63	CheckM		0.00					mouse gut		Faeces										Denmark	22.55545	114.05433																			metagenome-assembled genome				feces				mouse-associated habitat							mouse gut metagenome								Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue								ERR675613	MGBC107906		Enterococcus faecalis		Illumina												multi-marker approach		
GCA_949019865.1	GB_GCA_949019865.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.89	0.39	2702875	37.75364924938731	9714	460	SAMEA112379894	Faeces	none	f	t	f	GCA_949019865.1	SAMEA112379894			ERC000047	2023-02-03	2023-02-03	SAMEA112379894	UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:20Z	2023-02-03T00:36:20Z	public			MGBC106029			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)					not provided		98.69	CheckM		0.00					mouse gut		Faeces										Norway	22.55545	114.05433																			metagenome-assembled genome				feces				mouse-associated habitat							mouse gut metagenome								Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue								ERR675515	MGBC106029		Enterococcus faecalis		Illumina												multi-marker approach		
GCA_949033455.1	GB_GCA_949033455.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.12	2859604	37.45725708506278	12145	390	SAMEA112374941	Faeces	none	f	t	f	GCA_949033455.1	SAMEA112374941			ERC000047	2023-02-03	2023-02-03	SAMEA112374941	UNIVERSITY OF CAMBRIDGE	UNIVERSITY OF CAMBRIDGE	2023-02-03T00:36:15Z	2023-02-03T00:36:15Z	public			MGBC100954			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes_v3.10.1			default parameters, kmer: 4	metaWRAP (MetaBAT2, MaxBin2 and CONCOCT)					not provided		99.06	CheckM		0.00					mouse gut		Faeces										Denmark	55.676097	12.568337																			metagenome-assembled genome				feces				mouse-associated habitat							mouse gut metagenome								Metagenome-assembled genomes from the Mouse Gastrointestinal Bacteria Catalogue								ERR982813	MGBC100954		Enterococcus faecalis		Illumina												multi-marker approach		
GCA_949385245.1	GB_GCA_949385245.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.97	0.44	2647947	37.76880730618853	11425	336	SAMEA112713701	mouse gut metagenome	none	f	t	f	GCA_949385245.1	SAMEA112713701			ERC000047	2023-03-06	2023-03-06	SAMEA112713701	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:22Z	2023-03-06T00:25:22Z	public			26_110627.11_1677753099			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2					2012-01-01		98.13	CheckM		0.12					mouse digestive system		feces										Norway	60.39205	5.32235																			metagenome-assembled genome				mouse gut metagenome				mouse gut							mouse gut metagenome								A Catalogue of the Mouse Gut Metagenome								SAMEA3134373	26_110627.11_1677753099		Enterococcus faecalis TX1467		Illumina HiSeq 2000												multi-marker approach		
GCA_949413805.1	GB_GCA_949413805.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.08	2901420	37.39041572747138	167172	29	SAMEA112711704	mouse gut metagenome	none	f	t	f	GCA_949413805.1	SAMEA112711704			ERC000047	2023-03-06	2023-03-06	SAMEA112711704	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:05Z	2023-03-06T00:25:05Z	public			2A-dyr14-07_101205.17_1677751139			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2					2012-01-01		99.53	CheckM		0.0					mouse digestive system		feces										Denmark	55.676098	12.568337																			metagenome-assembled genome				mouse gut metagenome				mouse gut							mouse gut metagenome								A Catalogue of the Mouse Gut Metagenome								SAMEA3134469	2A-dyr14-07_101205.17_1677751139		Enterococcus faecalis TX1467		Illumina HiSeq 2000												multi-marker approach		
GCA_949430885.1	GB_GCA_949430885.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	97.58	2.32	2545294	37.59031373193038	10288	351	SAMEA112717077	mouse gut metagenome	none	f	t	f	GCA_949430885.1	SAMEA112717077			ERC000047	2023-03-06	2023-03-06	SAMEA112717077	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:12Z	2023-03-06T00:25:12Z	public			extra-ERR982801.5_1677760262			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2					2011-01-01		94.98	CheckM		0.91					mouse digestive system		feces										Denmark	55.676098	12.568337																			metagenome-assembled genome				mouse gut metagenome				mouse gut							mouse gut metagenome								High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice								SAMEA3504093	extra-ERR982801.5_1677760262		Enterococcus faecalis TX1467		Illumina HiSeq 2000												multi-marker approach		
GCA_949437795.1	GB_GCA_949437795.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	99.99	0.13	2643105	37.78669405869233	13548	276	SAMEA112717401	mouse gut metagenome	none	f	t	f	GCA_949437795.1	SAMEA112717401			ERC000047	2023-03-06	2023-03-06	SAMEA112717401	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T00:25:11Z	2023-03-06T00:25:11Z	public			extra-ERR982813.25_1677760385			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2					2011-01-01		99.25	CheckM		0.31					mouse digestive system		feces										Denmark	55.676098	12.568337																			metagenome-assembled genome				mouse gut metagenome				mouse gut							mouse gut metagenome								High fat feeding rather than obesity drives taxonomical and functional changes in the gut microbiota in mice								SAMEA3504104	extra-ERR982813.25_1677760385		Enterococcus faecalis TX1467		Illumina HiSeq 2000												multi-marker approach		
GCA_949457185.1	GB_GCA_949457185.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.17	2800678	37.46953416279915	267957	20	SAMEA112719392	mouse gut metagenome	none	f	t	f	GCA_949457185.1	SAMEA112719392			ERC000047	2023-03-06	2023-03-06	SAMEA112719392	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-06T04:22:15Z	2023-03-06T04:22:15Z	public			extra-ERR2136566.10_1677762920			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes			default	metabat2					not provided		99.63	CheckM		0.07					mouse digestive system		feces										not provided	not provided	not provided																			metagenome-assembled genome				mouse gut metagenome				mouse gut							mouse gut metagenome								Bacterial and virus like particle (VLP) metagenomics of experimental colitis in mice.								SAMEA104313013	extra-ERR2136566.10_1677762920		Enterococcus faecalis TX1467		Illumina HiSeq 2500												multi-marker approach		
GCA_949740855.1	GB_GCA_949740855.1	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	100.0	0.1	2928090	37.50420922854148	30180	170	SAMEA112815839	mouse gut metagenome	none	f	t	f	GCA_949740855.1	SAMEA112815839			ERC000047	2023-03-21	2023-03-21	SAMEA112815839	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	HELMHOLTZ CENTRE FOR INFECTION RESEARCH	2023-03-21T12:27:28Z	2023-03-21T12:27:28Z	public			iMGMC-382_1678881643			Many fragments with little to no review of assembly other than reporting of standard assembly statistics	megahit			default	metabat2					not provided		99.63	CheckM		0.75					mouse digestive system		feces											not provided	not provided																			metagenome-assembled genome				mouse gut metagenome				mouse gut							mouse gut metagenome								This sample represents a Metagenome-assembled genome assembled from runs of multiple projects: ERP008710 (ERR675308-ERR675687); ERP115625 (ERR3357520-ERR3357594, ERR3357615-ERR3357644); ERP011836 (ERR990521-ERR990523).								ERS606288,ERS606289,ERS606290,ERS606291,ERS606292,ERS606293,ERS606294,ERS606295,ERS606296,ERS606297,ERS606298,ERS606299,ERS606300,ERS606301,ERS606302,ERS606303,ERS606304,ERS606305,ERS606306,ERS606307,ERS606308,ERS606309,ERS606310,ERS606311,ERS606312,ERS606313,ERS606314,ERS606315,ERS606316,ERS606317,ERS606318,ERS606319,ERS606320,ERS606321,ERS606322,ERS606323,ERS606324,ERS606325,ERS606326,ERS606327,ERS606328,ERS606329,ERS606330,ERS606331,ERS606332,ERS606333,ERS606334,ERS606335,ERS606336,ERS606337,ERS606338,ERS606339,ERS606340,ERS606341,ERS606342,ERS606343,ERS606344,ERS606345,ERS606346,ERS606347,ERS606348,ERS606349,ERS606350,ERS606351,ERS606352,ERS606353,ERS606354,ERS606355,ERS606356,ERS606357,ERS606358,ERS606359,ERS606360,ERS606361,ERS606362,ERS606363,ERS606364,ERS606365,ERS606366,ERS606367,ERS606368,ERS606369,ERS606370,ERS606371,ERS606372,ERS606373,ERS606374,ERS606375,ERS606376,ERS606377,ERS606378,ERS606379,ERS606380,ERS606381,ERS606382,ERS606383,ERS606384,ERS606385,ERS606386,ERS606387,ERS606388,ERS606389,ERS606390,ERS606391,ERS606392,ERS606393,ERS606394,ERS606395,ERS606396,ERS606397,ERS606398,ERS606399,ERS606400,ERS606400,ERS606401,ERS606401,ERS606402,ERS606402,ERS606403,ERS606403,ERS606404,ERS606405,ERS606406,ERS606406,ERS606407,ERS606408,ERS606409,ERS606409,ERS606410,ERS606411,ERS606412,ERS606413,ERS606414,ERS606415,ERS606416,ERS606417,ERS606418,ERS606419,ERS606420,ERS606421,ERS606422,ERS606423,ERS606424,ERS606425,ERS606426,ERS606427,ERS606428,ERS606429,ERS606430,ERS606431,ERS606432,ERS606433,ERS606434,ERS606435,ERS606436,ERS606437,ERS606438,ERS606439,ERS606440,ERS606441,ERS606442,ERS606443,ERS606444,ERS606445,ERS606446,ERS606447,ERS606448,ERS606449,ERS606450,ERS606451,ERS606452,ERS606453,ERS606454,ERS606455,ERS606456,ERS606457,ERS606458,ERS606459,ERS606460,ERS606461,ERS606462,ERS606463,ERS606464,ERS606465,ERS606466,ERS606467,ERS606468,ERS606469,ERS606470,ERS606471,ERS606288,ERS606289,ERS606290,ERS606291,ERS606292,ERS606293,ERS606294,ERS606295,ERS606296,ERS606297,ERS606298,ERS606299,ERS606300,ERS606301,ERS606302,ERS606303,ERS606304,ERS606305,ERS606306,ERS606307,ERS606308,ERS606309,ERS606310,ERS606311,ERS606312,ERS606313,ERS606314,ERS606315,ERS606316,ERS606317,ERS606318,ERS606319,ERS606320,ERS606321,ERS606322,ERS606323,ERS606324,ERS606325,ERS606326,ERS606327,ERS606328,ERS606329,ERS606330,ERS606331,ERS606332,ERS606333,ERS606334,ERS606335,ERS606336,ERS606337,ERS606338,ERS606339,ERS606340,ERS606341,ERS606342,ERS606343,ERS606344,ERS606345,ERS606346,ERS606347,ERS606348,ERS606349,ERS606350,ERS606351,ERS606352,ERS606353,ERS606354,ERS606355,ERS606356,ERS606357,ERS606358,ERS606359,ERS606360,ERS606361,ERS606362,ERS606363,ERS606364,ERS606365,ERS606366,ERS606367,ERS606368,ERS606369,ERS606370,ERS606371,ERS606372,ERS606373,ERS606374,ERS606375,ERS606376,ERS606377,ERS606378,ERS606379,ERS606380,ERS606381,ERS606382,ERS606383,ERS606384,ERS606385,ERS606386,ERS606387,ERS606388,ERS606389,ERS606390,ERS606391,ERS606392,ERS606393,ERS606394,ERS606395,ERS606396,ERS606397,ERS606398,ERS606399,ERS606400,ERS606400,ERS606401,ERS606401,ERS606402,ERS606402,ERS606403,ERS606403,ERS606404,ERS606405,ERS606406,ERS606406,ERS606407,ERS606408,ERS606409,ERS606409,ERS606410,ERS606411,ERS606412,ERS606413,ERS606414,ERS606415,ERS606416,ERS606417,ERS606418,ERS606419,ERS606420,ERS606421,ERS606422,ERS606423,ERS606424,ERS606425,ERS606426,ERS606427,ERS606428,ERS606429,ERS606430,ERS606431,ERS606432,ERS606433,ERS606434,ERS606435,ERS606436,ERS606437,ERS606438,ERS606439,ERS606440,ERS606441,ERS606442,ERS606443,ERS606444,ERS606445,ERS606446,ERS606447,ERS606448,ERS606449,ERS606450,ERS606451,ERS606452,ERS606453,ERS606454,ERS606455,ERS606456,ERS606457,ERS606458,ERS606459,ERS606460,ERS606461,ERS606462,ERS606463,ERS606464,ERS606465,ERS606466,ERS606467,ERS606468,ERS606469,ERS606470,ERS606471,ERS3493779,ERS3493780,ERS3493781,ERS3493782,ERS3493783,ERS3493784,ERS3493785,ERS3493786,ERS3493787,ERS3493788,ERS3493789,ERS3493790,ERS3493791,ERS3493792,ERS3493793,ERS3493794,ERS3493795,ERS3493796,ERS3493797,ERS3493798,ERS3493799,ERS3493800,ERS3493801,ERS3493802,ERS3493803,ERS3493804,ERS3493805,ERS3493806,ERS3493807,ERS3493808,ERS3493809,ERS3493810,ERS3493811,ERS3493812,ERS3493813,ERS3493814,ERS3493815,ERS3493816,ERS3493817,ERS3493818,ERS3493819,ERS3493820,ERS3493821,ERS3493822,ERS3493823,ERS3493824,ERS3493825,ERS3493826,ERS3493827,ERS3493828,ERS3493829,ERS3493830,ERS3493831,ERS3493832,ERS3493833,ERS3493834,ERS3493835,ERS3493836,ERS3493837,ERS3493838,ERS3493839,ERS3493840,ERS3493841,ERS3493842,ERS3493843,ERS3493844,ERS3493845,ERS3493846,ERS3493847,ERS3493848,ERS3493849,ERS3493850,ERS3493851,ERS3493852,ERS3493853,ERS3494289,ERS3494290,ERS3494291,ERS3494292,ERS3494293,ERS3494294,ERS3494295,ERS3494296,ERS3494297,ERS3494298,ERS3494299,ERS3494300,ERS3494301,ERS3494302,ERS3494303,ERS3494304,ERS3494305,ERS3494306,ERS3494307,ERS3494308,ERS3494309,ERS3494310,ERS3494311,ERS3494312,ERS3494313,ERS3494314,ERS3494315,ERS3494316,ERS3494317,ERS3494318,ERS823133,ERS823134,ERS823135	iMGMC-382_1678881643		Enterococcus faecalis TX1467		Illumina HiSeq 2000, Illumina MiSeq, Illumina HiSeq 2500												multi-marker approach		
