ID	accession	gtdb_taxonomy	checkm2_completeness	checkm2_contamination	genome_size	gc_percentage	n50_contigs	contig_count	ncbi_biosample	isolation_source_x	country	mimag_high_quality	mimag_medium_quality	gtdb_representative	ncbi_genbank_assembly_accession	BioSample	ENA first public	ENA last update	ENA-CHECKLIST	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	External Id	GTDB_taxonomy	INSDC center alias	INSDC center name	INSDC first public	INSDC last update	INSDC status	Submitter Id	altitude	altitute	anonymized name	assembly quality	assembly software	assembly_method	assembly_method_version	binning parameters	binning software	biomaterial_provider	broker name	checkm_completeness	checkm_contamination	collected_by	collection_date	common name	completeness score	completeness software	completeness_estimated	contamination score	contamination_estimated	contigs	culture_collection	depth	derived_from	env_broad_scale	env_local_scale	env_medium	environmental-sample	environmental_sample	ethnicity	genome_coverage	genome_name	genotype	geo_loc_name	geographic location (latitude)	geographic location (longitude)	host	host-associated environmental package	host_body_habitat	host_body_product	host_health_state	host_taxid	host_tissue_sampled	identified_by	investigation_type	isol_growth_condt	isolate	isolation_source_y	lab_host	lat_lon	length	local environmental context	locus_tag_prefix	mapping_method	mapping_method_version	mating_type	metagenome_source	metagenomic	metagenomic source	note	num_replicons	passage_history	project_name	quality_assessment_method	quality_assessment_method_version	ref_biomaterial	rel_to_oxygen	samp_size	sample derived from	sample_name	sample_type	scientific_name	seq_id	sequencing method	serotype	serovar	source_material_id	specimen_voucher	strain	subsrc_note	substrate	supplier_name	taxonomic classification	taxonomic identity marker	temp	value
GCA_934838775.1	GB_GCA_934838775.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.99	0.17	4156971	46.54480389687588	107248	59	SAMEA13566524	human gut	none	f	t	f	GCA_934838775.1	SAMEA13566524			ERC000050	2022-07-28	2022-07-28	SAMEA13566524		UNIVERSITY OF NEW SOUTH WALES	UNIVERSITY OF NEW SOUTH WALES	2022-07-28T00:45:19Z	2022-07-28T00:45:19Z	public	MTG229_bin.49.fa					MetaWRAP;1.3.2			default	MetaWRAP;1.3.2						not provided											human-associated habitat	human gut	faeces							not provided	not provided	not provided									metagenome-assembled genome			human gut											human gut metagenome				Donor samples from Lyophilised oral faecal microbiota transplantation for ulcerative colitis (LOTUS) study shotgun						ERS10468693	MTG229_bin.49.fa				Illumina												
GCA_934839125.1	GB_GCA_934839125.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.32	2.76	4383614	46.30171136672542	134709	50	SAMEA13566240	human gut	none	f	t	f	GCA_934839125.1	SAMEA13566240			ERC000050	2022-07-28	2022-07-28	SAMEA13566240		UNIVERSITY OF NEW SOUTH WALES	UNIVERSITY OF NEW SOUTH WALES	2022-07-28T00:45:20Z	2022-07-28T00:45:20Z	public	MTG224_bin.4.fa					MetaWRAP;1.3.2			default	MetaWRAP;1.3.2						not provided											human-associated habitat	human gut	faeces							not provided	not provided	not provided									metagenome-assembled genome			human gut											human gut metagenome				Donor samples from Lyophilised oral faecal microbiota transplantation for ulcerative colitis (LOTUS) study shotgun						ERS10468698	MTG224_bin.4.fa				Illumina												
GCA_934842295.1	GB_GCA_934842295.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.83	0.67	4370872	46.31419672749305	134295	55	SAMEA13566588	human gut	none	f	t	f	GCA_934842295.1	SAMEA13566588			ERC000050	2022-07-28	2022-07-28	SAMEA13566588		UNIVERSITY OF NEW SOUTH WALES	UNIVERSITY OF NEW SOUTH WALES	2022-07-28T00:45:23Z	2022-07-28T00:45:23Z	public	MTG230_bin.45.fa					MetaWRAP;1.3.2			default	MetaWRAP;1.3.2						not provided											human-associated habitat	human gut	faeces							not provided	not provided	not provided									metagenome-assembled genome			human gut											human gut metagenome				Donor samples from Lyophilised oral faecal microbiota transplantation for ulcerative colitis (LOTUS) study shotgun						ERS10468692	MTG230_bin.45.fa				Illumina												
GCA_934842655.1	GB_GCA_934842655.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.59	0.66	4303865	46.54186411516161	104749	64	SAMEA13566448	human gut	none	f	t	f	GCA_934842655.1	SAMEA13566448			ERC000050	2022-07-28	2022-07-28	SAMEA13566448		UNIVERSITY OF NEW SOUTH WALES	UNIVERSITY OF NEW SOUTH WALES	2022-07-28T00:45:22Z	2022-07-28T00:45:22Z	public	MTG228_bin.24.fa					MetaWRAP;1.3.2			default	MetaWRAP;1.3.2						not provided											human-associated habitat	human gut	faeces							not provided	not provided	not provided									metagenome-assembled genome			human gut											human gut metagenome				Donor samples from Lyophilised oral faecal microbiota transplantation for ulcerative colitis (LOTUS) study shotgun						ERS10468694	MTG228_bin.24.fa				Illumina												
GCA_934871305.1	GB_GCA_934871305.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.91	0.67	4371509	46.54998994626341	134295	50	SAMEA13567274	human gut	none	f	t	f	GCA_934871305.1	SAMEA13567274			ERC000050	2022-07-28	2022-07-28	SAMEA13567274		UNIVERSITY OF NEW SOUTH WALES	UNIVERSITY OF NEW SOUTH WALES	2022-07-28T00:45:17Z	2022-07-28T00:45:17Z	public	MTG243_bin.26.fa					MetaWRAP;1.3.2			default	MetaWRAP;1.3.2						not provided											human-associated habitat	human gut	faeces							not provided	not provided	not provided									metagenome-assembled genome			human gut											human gut metagenome				Donor samples from Lyophilised oral faecal microbiota transplantation for ulcerative colitis (LOTUS) study shotgun						ERS10468679	MTG243_bin.26.fa				Illumina												
GCA_934871765.1	GB_GCA_934871765.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	92.82	1.47	4202556	46.67799020382367	107154	60	SAMEA13567178	human gut	none	f	t	f	GCA_934871765.1	SAMEA13567178			ERC000050	2022-07-28	2022-07-28	SAMEA13567178		UNIVERSITY OF NEW SOUTH WALES	UNIVERSITY OF NEW SOUTH WALES	2022-07-28T00:45:18Z	2022-07-28T00:45:18Z	public	MTG241_bin.27.fa					MetaWRAP;1.3.2			default	MetaWRAP;1.3.2						not provided											human-associated habitat	human gut	faeces							not provided	not provided	not provided									metagenome-assembled genome			human gut											human gut metagenome				Donor samples from Lyophilised oral faecal microbiota transplantation for ulcerative colitis (LOTUS) study shotgun						ERS10468681	MTG241_bin.27.fa				Illumina												
GCA_938038295.1	GB_GCA_938038295.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.98	0.39	4507216	46.333080109761774	160696	49	SAMEA14085089	human gut metagenome	none	f	t	f	GCA_938038295.1	SAMEA14085089			ERC000047	2023-01-03	2023-01-03	SAMEA14085089		EBI	European Bioinformatics Institute	2023-01-03T00:33:36Z	2023-01-03T00:33:36Z	public	ERR688629_bin.83_CONCOCT_v1.1_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaspadesv3.11.1			Default	CONCOCT v1.1		EMG broker account, EMBL-EBI				2013-01-01		99.24	CheckM		0.12						Host-associated	Human	Digestive system							Austria	47.80151	13.04292									metagenome-assembled genome			human gut metagenome											human gut metagenome				Colorectal cancer, a commonly diagnosed cancer in the elderly, often develops slowly from benign polyps called adenoma. The gut microbiota, with its critical roles in nutrient metabolism and immune modulation, is believed to be directly involved in colorectal carcinogenesis. The identity and functional capacity of the adenoma- or carcinoma-related gut microbe(s), however, have not been surveyed in a comprehensive manner. Here we perform metagenomewide association study (MGWAS) on stools from healthy controls, advanced adenoma and carcinoma patients, revealing gene markers from over 100 bacterial strains enriched in each group.						SAMEA3136701	ERR688629_bin.83_CONCOCT_v1.1_MAG		Bacteroides uniformis		Illumina HiSeq 2000										multi-marker approach		
GCA_946490665.1	GB_GCA_946490665.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.93	0.11	4055754	46.44571638220661	121792	60	SAMEA110702624	chicken gut metagenome	none	f	t	f	GCA_946490665.1	SAMEA110702624			ERC000047	2023-03-22	2023-03-22	SAMEA110702624		UNIVERSITY OF COPENHAGEN	UNIVERSITY OF COPENHAGEN	2023-03-22T12:23:02Z	2023-03-22T12:23:02Z	public	ERR4303148_bin.1_MetaWRAP_v1.1_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaspades_v3.14			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	MetaWRAP v1.1		EMG broker account, EMBL-EBI				2019-06-05		99.25	CheckM		0.12						Chicken digestive system		Cecum							Spain	41.170048	1.168491									metagenome-assembled genome			chicken gut metagenome				Digestive tube							chicken gut metagenome				HoloFood Chicken -- MAG Catalogue data						SAMEA7025256	ERR4303148_bin.1_MetaWRAP_v1.1_MAG		Bacteroides uniformis		DNBSEQ-G400									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
GCA_947002305.1	GB_GCA_947002305.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.94	0.24	4173150	46.739345578280194	105246	64	SAMEA111396895	mouse gut metagenome	none	f	t	f	GCA_947002305.1	SAMEA111396895				2022-09-26	2022-09-26												Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes v3.15.3			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3						2020-06-01		98.72	CheckM		0.12						mouse digestive system		feces							USA	34.0007	-81.0348									metagenome-assembled genome			mouse gut metagenome				digestive tube							mouse gut metagenome				The study aimed to investigate the gut microbiome, antibiotic resistance, and mobile genetic element alteration associated with intestinal inflammation in early life exposure to cyanotoxin.						SAMN28703795					NextSeq 550									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
GCA_947036735.1	GB_GCA_947036735.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.48	0.32	4200114	46.56040288430267	125048	53	SAMEA111423471	mouse gut metagenome	none	f	t	f	GCA_947036735.1	SAMEA111423471			ERC000047	2022-10-03	2022-10-03	SAMEA111423471		EMG	EMG	2022-10-03T12:43:10Z	2022-10-03T12:43:10Z	public	ERR8099105_bin.5_metawrap_v1.3_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes v3.15.3			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3		EMG broker account, EMBL-EBI				2018-03-01		96.87	CheckM		0.0						mouse digestive system		feces							China	22.3	114.18									metagenome-assembled genome			mouse gut metagenome				digestive tube							mouse gut metagenome				We provide metagenomic sequencing data of 16 male C57BL/6 mouse gut microbiomes. To explore the potential maternal and cage mate effects at the early stage after weaning, we chose littermates of two different mother mice and housed them in different cages. Four of the mice (My*, V*, E*, S*) were littermates of one mother mouse, while the rest four (J, Ms, N, U) were littermates of another mother mouse. My* and V* were co-housed in cage 1. U and N were co-housed in cage 3. E*, S* were co-housed together with J, and Ms in cage 2. Samples were collected at the 1st, 2nd, 9th, and 10th day after weaning (weaned at 21 days after birth). Samples of the first two time points and the last two time points were pooled, respectively, and subjected independently to shotgun metagenomic sequencing by the BIGSEQ-500 platform .						SAMEA12364205	ERR8099105_bin.5_metawrap_v1.3_MAG				BGISEQ-500									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
GCA_947070945.1	GB_GCA_947070945.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	94.06	0.13	3977539	47.07740137808831	44177	130	SAMEA111477066	mouse gut metagenome	none	f	t	f	GCA_947070945.1	SAMEA111477066			ERC000047	2022-10-15	2022-10-15	SAMEA111477066		EMG	EMG	2022-10-15T20:31:56Z	2022-10-15T20:31:56Z	public	SRR13840002_bin.3_metawrap_v1.3_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes v3.15.3			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3		EMG broker account, EMBL-EBI				not provided		97.68	CheckM		0.37						mouse digestive system		feces							USA	not provided	not provided									metagenome-assembled genome			mouse gut metagenome				digestive tube							mouse gut metagenome				The objective of this study was to determine microbial regulation of proteolytic activity in intestinal tract using phenotype of post-infection irritable bowel syndrome, a condition characterized by high fecal proteolytic activity.						SAMN18096291	SRR13840002_bin.3_metawrap_v1.3_MAG				Illumina HiSeq 4000									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
GCA_947071295.1	GB_GCA_947071295.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.99	0.35	4879378	46.62323763397712	102063	103	SAMEA111477112	mouse gut metagenome	none	f	t	f	GCA_947071295.1	SAMEA111477112			ERC000047	2022-10-15	2022-10-15	SAMEA111477112		EMG	EMG	2022-10-15T20:31:56Z	2022-10-15T20:31:56Z	public	SRR13840153_bin.4_metawrap_v1.3_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	metaSPAdes v3.15.3			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3		EMG broker account, EMBL-EBI				not provided		99.22	CheckM		0.12						mouse digestive system		feces							USA	not provided	not provided									metagenome-assembled genome			mouse gut metagenome				digestive tube							mouse gut metagenome				The objective of this study was to determine microbial regulation of proteolytic activity in intestinal tract using phenotype of post-infection irritable bowel syndrome, a condition characterized by high fecal proteolytic activity.						SAMN18096126	SRR13840153_bin.4_metawrap_v1.3_MAG				Illumina HiSeq 4000									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
GCA_947507305.1	GB_GCA_947507305.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	91.48	0.62	3691812	47.65651663735856	25871	207	SAMEA112181808	mouse gut metagenome	none	f	t	f	GCA_947507305.1	SAMEA112181808			ERC000047	2022-12-01	2022-12-01	SAMEA112181808		EMG	EMG	2022-12-01T00:25:24Z	2022-12-01T00:25:24Z	public	SRR13753917_bin.1_metawrap_v1.3_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	not provided			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3		EMG broker account, EMBL-EBI				2019-07-02		91.64	CheckM		0.0						mouse digestive system		feces							USA	35.9	-79.05									metagenome-assembled genome			mouse gut metagenome				digestive tube							mouse gut metagenome				Two consortia of human commensal bacteria, rationally designed around functionalities that are underrepresented in the gut microbiome of IBD patients, robustly corrected colitis-related microbial dysbiosis, dysregulated metabolism and treated T cell-mediated colitis.						SAMN18012528	SRR13753917_bin.1_metawrap_v1.3_MAG				Illumina HiSeq 4000									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
GCA_947626375.1	GB_GCA_947626375.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	99.92	0.18	4267981	46.75430841889877	89026	67	SAMEA112229989	rabbit gut	none	f	t	f	GCA_947626375.1	SAMEA112229989			ERC000050	2022-12-16	2022-12-16	SAMEA112229989		INRA-META	Institut National pour la Recherche Agronomique (FRANCE)	2022-12-16T00:27:51Z	2022-12-16T00:27:51Z	public	Lapin-021__bin24				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	SPAdes 3.15.3			MetaBAT defaults, SemiBin defaults with rabbit_gut model, metaWRAP bin_refinement module	MetaBAT v2.12.1, SemiBin, metaWRAP v1.3						2014		99.26	checkm v1.1.3		0						host-associated habitat		feces							France	43.527378	1.4996728									metagenome-assembled genome			rabbit gut				host-associated habitat							rabbit gut metagenome				MicroReset Rabbit						ERS14339302	Lapin-021__bin24				Illumina HiSeq 2500										multi-marker approach		
GCA_947641855.1	GB_GCA_947641855.1	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	93.42	0.32	4479350	46.43113398149285	165064	60	SAMEA112247647	mouse gut metagenome	none	f	t	f	GCA_947641855.1	SAMEA112247647			ERC000047	2022-12-15	2022-12-15	SAMEA112247647		EMG	EMG	2022-12-15T16:21:27Z	2022-12-15T16:21:27Z	public	SRR17794283_bin.40_metawrap_v1.3_MAG				Many fragments with little to no review of assembly other than reporting of standard assembly statistics	not provided			MaxBin2, MetaBat2, Concoct with default parameter of the metaWRAP pipeline. Bin refinement module used from metaWRAP with default parameters.	metawrap v1.3		EMG broker account, EMBL-EBI				2019-06-17		95.84	CheckM		0.19						mouse digestive system		feces							China	not provided	not provided									metagenome-assembled genome			mouse gut metagenome				digestive tube							mouse gut metagenome				Fecal sample of CT-26 tumor-bearing mice treated with different clinical treatment						SAMN25209840	SRR17794283_bin.40_metawrap_v1.3_MAG				Illumina NovaSeq 6000									The taxonomy of this metagenome-assembled genome was originally computed with GTDBtk, which assigned the following taxonomic annotation: d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	multi-marker approach		
